-419339	251548	3044.7	742.945	-8717.9	-34894.6	-6242.53	-7506.13	-6092.78	46.5258	93.9509	-3231.84	14902.9	4650.28	2839.69	5440.84	532.141	588.359	
-3.55029e+06	2.05821e+06	28146.7	6253.89	-74269.4	-281192	-51206.6	-58166.4	-49951.5	-109.798	857.758	-29414.2	101215	39094.5	15409.2	45998.8	2502.44	5058.23	
3.94514e+06	-2.26366e+06	-31355.9	-6934.85	82606.4	307686	56311.3	62686.9	54919.3	358.388	-972.595	33815.1	-104194	-43297.2	-14120.9	-51171.9	-2050.71	-5632.53	
-2.77541e+06	1.61387e+06	22351.5	4901.03	-57877	-220858	-40127.6	-45666.2	-39140.7	-175.711	681.94	-23730.3	80068.7	30312.7	12227.2	35928.1	2008.11	3984.63	
2.6245e+06	-1.51353e+06	-21361.2	-4628.52	54754.4	206313	37634.5	42136.8	36702.5	303.306	-657.694	23119	-71170.6	-28551.1	-9914.1	-33987.4	-1503.92	-3783.12	
-383697	229140	2947.35	682.138	-7939.63	-31734.9	-5681.81	-6730.85	-5543.41	-4.61803	91.7031	-3268.97	13034.6	4168.99	2340.26	4971.28	430.372	549.435	
-284164	168205	2219.21	504.567	-5882.21	-23204	-4170.24	-4863	-4067.75	-18.8132	69.5805	-2497.46	9118.86	3073.05	1539.99	3680.72	271.649	407.876	
-1.49016e+06	863731	12544.6	2639.29	-30933.2	-118088	-21458.3	-24129.8	-20924.3	-240.605	384.001	-13705.6	41289.4	15994.4	5823.11	19252.3	907.571	2173.61	
438705	-252348	-3594.7	-774.997	9112.42	34353.6	6265.97	6926.8	6109.41	94.9026	-113.655	4149.41	-11482.9	-4702.73	-1460.84	-5686.46	-203.335	-640.389	
1.03399e+06	-597945	-8874.25	-1833.41	21422	81676.2	14852.8	16573	14481.6	221.691	-272.307	9853.22	-27910	-11006.3	-3732.28	-13352.9	-560.715	-1523.17	
-383734	223829	3246.98	682.109	-7924.74	-30695	-5551.08	-6278.68	-5412.31	-78.7431	100.739	-3675.12	10978.5	4069.79	1583.9	4954.61	252.345	562.964	
-6.48729e+06	3.7514e+06	57344.7	11529.1	-134021	-512654	-93142.1	-103642	-90802.1	-1667.38	1750.37	-63769.8	173313	68379.7	22487.7	83606.1	3308.97	9632.93	
